FlightName,Date,Departure time,Arrival Time,From,To,Duration,Stops,Price
Vistara,"Thu, Mar 3, 2022",05:55,07:30,New Delhi,Indore,01 h 35 m,Non stop,"₹ 5,116"
Vistara,"Thu, Mar 3, 2022",18:30,19:55,New Delhi,Indore,01 h 25 m,Non stop,"₹ 5,116"
IndiGo,"Thu, Mar 3, 2022",14:05,15:35,New Delhi,Indore,01 h 30 m,Non stop,"₹ 5,640"
IndiGo,"Thu, Mar 3, 2022",18:00,19:20,New Delhi,Indore,01 h 20 m,Non stop,"₹ 5,640"
Air India,"Thu, Mar 3, 2022",14:30,15:55,New Delhi,Indore,01 h 25 m,Non stop,"₹ 6,060"
IndiGo,"Thu, Mar 3, 2022",10:15,11:45,New Delhi,Indore,01 h 30 m,Non stop,"₹ 6,795"
IndiGo,"Thu, Mar 3, 2022",07:50,12:20,New Delhi,Indore,04 h 30 m,1 stop via Lucknow,"₹ 8,475"
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
Vistara,"Sat, Mar 5, 2022",05:55,07:30,New Delhi,Indore,01 h 35 m,Non stop,"₹ 5,116"
IndiGo,"Sat, Mar 5, 2022",16:25,22:15,New Delhi,Indore,05 h 50 m,1 stop via Jabalpur,"₹ 5,168"
IndiGo,"Sat, Mar 5, 2022",05:30,06:55,New Delhi,Indore,01 h 25 m,Non stop,"₹ 5,273"
IndiGo,"Sat, Mar 5, 2022",21:20,22:55,New Delhi,Indore,01 h 35 m,Non stop,"₹ 5,325"
IndiGo,"Sat, Mar 5, 2022",10:30,18:40,New Delhi,Indore,08 h 10 m,1 stop via Jodhpur,"₹ 5,535"
Vistara,"Sat, Mar 5, 2022",18:30,19:55,New Delhi,Indore,01 h 25 m,Non stop,"₹ 5,588"
IndiGo,"Sat, Mar 5, 2022",14:05,15:35,New Delhi,Indore,01 h 30 m,Non stop,"₹ 5,640"
Air India,"Sat, Mar 5, 2022",14:30,15:55,New Delhi,Indore,01 h 25 m,Non stop,"₹ 6,480"
IndiGo,"Sat, Mar 5, 2022",10:15,11:45,New Delhi,Indore,01 h 30 m,Non stop,"₹ 6,795"
IndiGo,"Sat, Mar 5, 2022",18:00,19:20,New Delhi,Indore,01 h 20 m,Non stop,"₹ 6,795"
IndiGo,"Sat, Mar 5, 2022",07:50,12:20,New Delhi,Indore,04 h 30 m,1 stop via Lucknow,"₹ 8,265"
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
IndiGo,"Sun, Feb 27, 2022",07:15,16:05,New Delhi,Gaya,08 h 50 m,1 stop via Kolkata,"₹ 5,913"
IndiGo,"Sun, Feb 27, 2022",08:40,16:05,New Delhi,Gaya,07 h 25 m,1 stop via Kolkata,"₹ 6,223"
IndiGo,"Tue, Mar 1, 2022",10:00,16:05,New Delhi,Gaya,06 h 05 m,1 stop via Kolkata,"₹ 7,152"
IndiGo,"Tue, Mar 1, 2022",08:40,16:05,New Delhi,Gaya,07 h 25 m,1 stop via Kolkata,"₹ 7,152"
IndiGo,"Tue, Mar 1, 2022",13:30,15:25,New Delhi,Gaya,01 h 55 m,Non stop,"₹ 4,485"
IndiGo,"Tue, Mar 1, 2022",07:15,16:05,New Delhi,Gaya,08 h 50 m,1 stop via Kolkata,"₹ 7,152"
IndiGo,"Thu, Mar 3, 2022",08:40,16:05,New Delhi,Gaya,07 h 25 m,1 stop via Kolkata,"₹ 3,745"
IndiGo,"Thu, Mar 3, 2022",07:15,16:05,New Delhi,Gaya,08 h 50 m,1 stop via Kolkata,"₹ 3,745"
IndiGo,"Thu, Mar 3, 2022",10:00,16:05,New Delhi,Gaya,06 h 05 m,1 stop via Kolkata,"₹ 4,055"
Air India,"Sun, Feb 27, 2022",09:50,13:35,New Delhi,Bilaspur,03 h 45 m,1 stop via Allahabad,"₹ 6,008"
Air India,"Sun, Feb 27, 2022",11:30,15:05,New Delhi,Bilaspur,03 h 35 m,1 stop via Jabalpur,"₹ 11,573"
Air India,"Tue, Mar 1, 2022",09:50,13:35,New Delhi,Bilaspur,03 h 45 m,1 stop via Allahabad,"₹ 8,213"
Air India,"Thu, Mar 3, 2022",09:50,13:35,New Delhi,Bilaspur,03 h 45 m,1 stop via Allahabad,"₹ 6,008"
Air India,"Sat, Mar 5, 2022",09:50,13:35,New Delhi,Bilaspur,03 h 45 m,1 stop via Allahabad,"₹ 6,008"
AirAsia,"Sun, Feb 27, 2022",04:25,11:00,New Delhi,Ranchi,06 h 35 m,1 stop via Mumbai,"₹ 5,113"
Go First,"Sun, Feb 27, 2022",08:00,17:00,New Delhi,Ranchi,09 h,1 stop via Mumbai,"₹ 5,114"
IndiGo,"Sun, Feb 27, 2022",05:15,07:15,New Delhi,Ranchi,02 h,Non stop,"₹ 5,115"
Vistara,"Sun, Feb 27, 2022",06:35,08:20,New Delhi,Ranchi,01 h 45 m,Non stop,"₹ 5,115"
IndiGo,"Sun, Feb 27, 2022",16:20,17:55,New Delhi,Ranchi,01 h 35 m,Non stop,"₹ 5,115"
Go First,"Sun, Feb 27, 2022",17:45,19:25,New Delhi,Ranchi,01 h 40 m,Non stop,"₹ 5,115"
IndiGo,"Sun, Feb 27, 2022",18:25,20:00,New Delhi,Ranchi,01 h 35 m,Non stop,"₹ 5,115"
AirAsia,"Sun, Feb 27, 2022",11:55,13:45,New Delhi,Ranchi,01 h 50 m,Non stop,"₹ 5,116"
AirAsia,"Sun, Feb 27, 2022",15:30,17:20,New Delhi,Ranchi,01 h 50 m,Non stop,"₹ 5,116"
IndiGo,"Sun, Feb 27, 2022",10:55,12:50,New Delhi,Ranchi,01 h 55 m,Non stop,"₹ 5,273"
Vistara,"Sun, Feb 27, 2022",17:55,19:40,New Delhi,Ranchi,01 h 45 m,Non stop,"₹ 5,273"
Air India,"Sun, Feb 27, 2022",11:10,12:45,New Delhi,Ranchi,01 h 35 m,Non stop,"₹ 5,745"
Go First,"Sun, Feb 27, 2022",12:50,14:40,New Delhi,Ranchi,01 h 50 m,Non stop,"₹ 6,270"
IndiGo,"Sun, Feb 27, 2022",06:25,13:10,New Delhi,Ranchi,06 h 45 m,1 stop via Patna,"₹ 6,485"
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
AirAsia,"Tue, Mar 1, 2022",04:25,11:00,New Delhi,Ranchi,06 h 35 m,1 stop via Mumbai,"₹ 5,113"
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
Go First,"Tue, Mar 1, 2022",05:35,07:30,New Delhi,Ranchi,01 h 55 m,Non stop,"₹ 5,115"
Vistara,"Tue, Mar 1, 2022",06:35,08:20,New Delhi,Ranchi,01 h 45 m,Non stop,"₹ 5,115"
Go First,"Tue, Mar 1, 2022",10:15,12:05,New Delhi,Ranchi,01 h 50 m,Non stop,"₹ 5,115"
IndiGo,"Tue, Mar 1, 2022",10:55,12:50,New Delhi,Ranchi,01 h 55 m,Non stop,"₹ 5,115"
IndiGo,"Tue, Mar 1, 2022",16:20,17:55,New Delhi,Ranchi,01 h 35 m,Non stop,"₹ 5,115"
Go First,"Tue, Mar 1, 2022",17:45,19:25,New Delhi,Ranchi,01 h 40 m,Non stop,"₹ 5,115"
IndiGo,"Tue, Mar 1, 2022",06:00,10:40,New Delhi,Ranchi,04 h 40 m,1 stop via Lucknow,"₹ 5,115"
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
AirAsia,"Tue, Mar 1, 2022",08:20,09:55,New Delhi,Ranchi,01 h 35 m,Non stop,"₹ 5,116"
AirAsia,"Tue, Mar 1, 2022",11:55,13:45,New Delhi,Ranchi,01 h 50 m,Non stop,"₹ 5,116"
Vistara,"Tue, Mar 1, 2022",17:55,19:40,New Delhi,Ranchi,01 h 45 m,Non stop,"₹ 5,273"
IndiGo,"Tue, Mar 1, 2022",18:25,20:00,New Delhi,Ranchi,01 h 35 m,Non stop,"₹ 5,273"
Air India,"Tue, Mar 1, 2022",11:10,12:45,New Delhi,Ranchi,01 h 35 m,Non stop,"₹ 5,745"
AirAsia,"Tue, Mar 1, 2022",18:35,11:00,New Delhi,Ranchi,16 h 25 m,1 stop via Mumbai,"₹ 7,795"
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
AirAsia,"Thu, Mar 3, 2022",04:25,11:00,New Delhi,Ranchi,06 h 35 m,1 stop via Mumbai,"₹ 5,113"
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
Go First,"Thu, Mar 3, 2022",05:35,07:30,New Delhi,Ranchi,01 h 55 m,Non stop,"₹ 5,115"
Vistara,"Thu, Mar 3, 2022",06:35,08:20,New Delhi,Ranchi,01 h 45 m,Non stop,"₹ 5,115"
Go First,"Thu, Mar 3, 2022",10:15,12:05,New Delhi,Ranchi,01 h 50 m,Non stop,"₹ 5,115"
IndiGo,"Thu, Mar 3, 2022",10:55,12:50,New Delhi,Ranchi,01 h 55 m,Non stop,"₹ 5,115"
IndiGo,"Thu, Mar 3, 2022",16:20,17:55,New Delhi,Ranchi,01 h 35 m,Non stop,"₹ 5,115"
Go First,"Thu, Mar 3, 2022",17:45,19:25,New Delhi,Ranchi,01 h 40 m,Non stop,"₹ 5,115"
Vistara,"Thu, Mar 3, 2022",17:55,19:40,New Delhi,Ranchi,01 h 45 m,Non stop,"₹ 5,115"
IndiGo,"Thu, Mar 3, 2022",18:25,20:00,New Delhi,Ranchi,01 h 35 m,Non stop,"₹ 5,115"
IndiGo,"Thu, Mar 3, 2022",06:00,10:40,New Delhi,Ranchi,04 h 40 m,1 stop via Lucknow,"₹ 5,115"
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
AirAsia,"Thu, Mar 3, 2022",08:20,09:55,New Delhi,Ranchi,01 h 35 m,Non stop,"₹ 5,116"
AirAsia,"Thu, Mar 3, 2022",11:55,13:45,New Delhi,Ranchi,01 h 50 m,Non stop,"₹ 5,116"
Air India,"Thu, Mar 3, 2022",11:10,12:45,New Delhi,Ranchi,01 h 35 m,Non stop,"₹ 5,430"
AirAsia,"Thu, Mar 3, 2022",18:35,11:00,New Delhi,Ranchi,16 h 25 m,1 stop via Mumbai,"₹ 7,795"
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
AirAsia,"Sat, Mar 5, 2022",04:25,11:00,New Delhi,Ranchi,06 h 35 m,1 stop via Mumbai,"₹ 5,113"
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
IndiGo,"Sat, Mar 5, 2022",05:15,07:15,New Delhi,Ranchi,02 h,Non stop,"₹ 5,115"
Go First,"Sat, Mar 5, 2022",05:35,07:30,New Delhi,Ranchi,01 h 55 m,Non stop,"₹ 5,115"
Vistara,"Sat, Mar 5, 2022",06:35,08:20,New Delhi,Ranchi,01 h 45 m,Non stop,"₹ 5,115"
IndiGo,"Sat, Mar 5, 2022",10:55,12:50,New Delhi,Ranchi,01 h 55 m,Non stop,"₹ 5,115"
IndiGo,"Sat, Mar 5, 2022",16:20,17:55,New Delhi,Ranchi,01 h 35 m,Non stop,"₹ 5,115"
Go First,"Sat, Mar 5, 2022",17:45,19:25,New Delhi,Ranchi,01 h 40 m,Non stop,"₹ 5,115"
Vistara,"Sat, Mar 5, 2022",17:55,19:40,New Delhi,Ranchi,01 h 45 m,Non stop,"₹ 5,115"
IndiGo,"Sat, Mar 5, 2022",18:25,20:00,New Delhi,Ranchi,01 h 35 m,Non stop,"₹ 5,115"
IndiGo,"Sat, Mar 5, 2022",06:00,10:40,New Delhi,Ranchi,04 h 40 m,1 stop via Lucknow,"₹ 5,115"
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
AirAsia,"Sat, Mar 5, 2022",05:25,07:40,New Delhi,Ranchi,02 h 15 m,Non stop,"₹ 5,116"
AirAsia,"Sat, Mar 5, 2022",11:55,13:45,New Delhi,Ranchi,01 h 50 m,Non stop,"₹ 5,116"
AirAsia,"Sat, Mar 5, 2022",15:30,17:20,New Delhi,Ranchi,01 h 50 m,Non stop,"₹ 5,116"
Go First,"Sat, Mar 5, 2022",10:15,12:05,New Delhi,Ranchi,01 h 50 m,Non stop,"₹ 5,692"
Air India,"Sat, Mar 5, 2022",11:10,12:45,New Delhi,Ranchi,01 h 35 m,Non stop,"₹ 6,480"
AirAsia,"Sat, Mar 5, 2022",18:35,11:00,New Delhi,Ranchi,16 h 25 m,1 stop via Mumbai,"₹ 7,142"
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
,"Sat, Mar 5, 2022",,,,,,,
SpiceJet,"Sun, Feb 27, 2022",11:00,13:40,New Delhi,Gangtok,02 h 40 m,Non stop,"₹ 8,900"
SpiceJet,"Tue, Mar 1, 2022",11:10,13:40,New Delhi,Gangtok,02 h 30 m,Non stop,"₹ 6,000"
SpiceJet,"Thu, Mar 3, 2022",11:10,13:40,New Delhi,Gangtok,02 h 30 m,Non stop,"₹ 7,700"
SpiceJet,"Sat, Mar 5, 2022",11:10,13:40,New Delhi,Gangtok,02 h 30 m,Non stop,"₹ 7,200"
AirAsia,"Sun, Feb 27, 2022",20:45,09:00,New Delhi,Kolkata,12 h 15 m,1 stop via Bengaluru,"₹ 5,953"
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
IndiGo,"Sun, Feb 27, 2022",23:30,01:40,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 5,955"
AirAsia,"Sun, Feb 27, 2022",21:00,23:10,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 6,060"
IndiGo,"Sun, Feb 27, 2022",22:30,00:35,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 6,585"
Vistara,"Sun, Feb 27, 2022",17:30,19:35,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 7,006"
SpiceJet,"Sun, Feb 27, 2022",20:50,23:00,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 7,110"
Air India,"Sun, Feb 27, 2022",20:15,22:20,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 7,215"
AirAsia,"Sun, Feb 27, 2022",16:50,19:30,New Delhi,Kolkata,02 h 40 m,Non stop,"₹ 8,053"
IndiGo,"Sun, Feb 27, 2022",19:45,21:55,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 8,055"
Vistara,"Sun, Feb 27, 2022",20:30,22:45,New Delhi,Kolkata,02 h 15 m,Non stop,"₹ 8,056"
IndiGo,"Sun, Feb 27, 2022",09:15,19:50,New Delhi,Kolkata,10 h 35 m,1 stop via Raipur,"₹ 8,396"
Go First,"Sun, Feb 27, 2022",19:25,21:45,New Delhi,Kolkata,02 h 20 m,Non stop,"₹ 8,474"
IndiGo,"Sun, Feb 27, 2022",17:25,19:40,New Delhi,Kolkata,02 h 15 m,Non stop,"₹ 8,580"
SpiceJet,"Sun, Feb 27, 2022",07:00,09:05,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 8,684"
Vistara,"Sun, Feb 27, 2022",07:30,09:35,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 9,001"
Vistara,"Sun, Feb 27, 2022",15:55,18:05,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 9,001"
IndiGo,"Sun, Feb 27, 2022",07:15,09:30,New Delhi,Kolkata,02 h 15 m,Non stop,"₹ 9,105"
IndiGo,"Sun, Feb 27, 2022",10:55,19:40,New Delhi,Kolkata,08 h 45 m,1 stop via Ranchi,"₹ 9,373"
IndiGo,"Sun, Feb 27, 2022",08:40,10:50,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 9,630"
Vistara,"Sun, Feb 27, 2022",06:30,08:35,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 9,841"
IndiGo,"Sun, Feb 27, 2022",16:05,20:15,New Delhi,Kolkata,04 h 10 m,1 stop via Patna,"₹ 9,861"
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
IndiGo,"Sun, Feb 27, 2022",10:00,12:10,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 10,890"
IndiGo,"Sun, Feb 27, 2022",15:10,17:20,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 10,890"
Air India,"Sun, Feb 27, 2022",16:55,19:10,New Delhi,Kolkata,02 h 15 m,Non stop,"₹ 11,310"
AirAsia,"Sun, Feb 27, 2022",19:00,01:35,New Delhi,Kolkata,06 h 35 m,1 stop via Bengaluru,"₹ 11,310"
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
,"Sun, Feb 27, 2022",,,,,,,
AirAsia,"Sun, Feb 27, 2022",04:45,07:10,New Delhi,Kolkata,02 h 25 m,Non stop,"₹ 15,720"
Go First,"Sun, Feb 27, 2022",11:10,15:50,New Delhi,Kolkata,04 h 40 m,1 stop via Bagdogra,"₹ 16,454"
AirAsia,"Tue, Mar 1, 2022",06:20,12:00,New Delhi,Kolkata,05 h 40 m,1 stop via Bagdogra,"₹ 5,953"
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
SpiceJet,"Tue, Mar 1, 2022",07:00,09:05,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 5,954"
SpiceJet,"Tue, Mar 1, 2022",20:50,23:00,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 5,954"
Go First,"Tue, Mar 1, 2022",02:00,09:00,New Delhi,Kolkata,07 h,1 stop via Mumbai,"₹ 5,954"
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
Go First,"Tue, Mar 1, 2022",05:50,08:00,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 5,955"
Air India,"Tue, Mar 1, 2022",06:50,09:00,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 5,955"
IndiGo,"Tue, Mar 1, 2022",07:15,09:30,New Delhi,Kolkata,02 h 15 m,Non stop,"₹ 5,955"
IndiGo,"Tue, Mar 1, 2022",15:10,17:20,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 5,955"
IndiGo,"Tue, Mar 1, 2022",17:25,19:40,New Delhi,Kolkata,02 h 15 m,Non stop,"₹ 5,955"
IndiGo,"Tue, Mar 1, 2022",18:35,20:55,New Delhi,Kolkata,02 h 20 m,Non stop,"₹ 5,955"
IndiGo,"Tue, Mar 1, 2022",19:45,21:55,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 5,955"
Go First,"Tue, Mar 1, 2022",21:00,23:20,New Delhi,Kolkata,02 h 20 m,Non stop,"₹ 5,955"
IndiGo,"Tue, Mar 1, 2022",22:30,00:35,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 5,955"
IndiGo,"Tue, Mar 1, 2022",06:00,11:00,New Delhi,Kolkata,05 h,1 stop via Lucknow,"₹ 5,955"
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
Vistara,"Tue, Mar 1, 2022",06:30,08:35,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 5,956"
Vistara,"Tue, Mar 1, 2022",20:30,22:45,New Delhi,Kolkata,02 h 15 m,Non stop,"₹ 5,956"
AirAsia,"Tue, Mar 1, 2022",04:45,07:10,New Delhi,Kolkata,02 h 25 m,Non stop,"₹ 6,060"
AirAsia,"Tue, Mar 1, 2022",16:50,19:30,New Delhi,Kolkata,02 h 40 m,Non stop,"₹ 6,060"
IndiGo,"Tue, Mar 1, 2022",08:40,10:50,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 6,270"
Air India,"Tue, Mar 1, 2022",16:55,19:10,New Delhi,Kolkata,02 h 15 m,Non stop,"₹ 6,375"
IndiGo,"Tue, Mar 1, 2022",14:40,19:50,New Delhi,Kolkata,05 h 10 m,1 stop via Raipur,"₹ 6,443"
Vistara,"Tue, Mar 1, 2022",07:30,09:35,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 6,691"
Vistara,"Tue, Mar 1, 2022",15:55,18:05,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 6,691"
IndiGo,"Tue, Mar 1, 2022",16:45,22:55,New Delhi,Kolkata,06 h 10 m,1 stop via Bhubaneswar,"₹ 6,932"
Vistara,"Tue, Mar 1, 2022",17:30,19:35,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 7,006"
IndiGo,"Tue, Mar 1, 2022",10:00,12:10,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 7,215"
Air India,"Tue, Mar 1, 2022",20:15,22:20,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 7,215"
IndiGo,"Tue, Mar 1, 2022",07:25,13:10,New Delhi,Kolkata,05 h 45 m,1 stop via Jaipur,"₹ 7,420"
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
,"Tue, Mar 1, 2022",,,,,,,
AirAsia,"Thu, Mar 3, 2022",06:20,12:00,New Delhi,Kolkata,05 h 40 m,1 stop via Bagdogra,"₹ 5,953"
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
SpiceJet,"Thu, Mar 3, 2022",07:00,09:05,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 5,954"
SpiceJet,"Thu, Mar 3, 2022",20:50,23:00,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 5,954"
Go First,"Thu, Mar 3, 2022",02:00,09:00,New Delhi,Kolkata,07 h,1 stop via Mumbai,"₹ 5,954"
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
Go First,"Thu, Mar 3, 2022",05:50,08:00,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 5,955"
Air India,"Thu, Mar 3, 2022",06:50,09:00,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 5,955"
IndiGo,"Thu, Mar 3, 2022",15:10,17:20,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 5,955"
IndiGo,"Thu, Mar 3, 2022",17:25,19:40,New Delhi,Kolkata,02 h 15 m,Non stop,"₹ 5,955"
IndiGo,"Thu, Mar 3, 2022",18:35,20:55,New Delhi,Kolkata,02 h 20 m,Non stop,"₹ 5,955"
IndiGo,"Thu, Mar 3, 2022",19:45,21:55,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 5,955"
Go First,"Thu, Mar 3, 2022",21:00,23:20,New Delhi,Kolkata,02 h 20 m,Non stop,"₹ 5,955"
IndiGo,"Thu, Mar 3, 2022",22:30,00:35,New Delhi,Kolkata,02 h 05 m,Non stop,"₹ 5,955"
IndiGo,"Thu, Mar 3, 2022",23:30,01:40,New Delhi,Kolkata,02 h 10 m,Non stop,"₹ 5,955"
IndiGo,"Thu, Mar 3, 2022",06:00,11:00,New Delhi,Kolkata,05 h,1 stop via Lucknow,"₹ 5,955"
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
,"Thu, Mar 3, 2022",,,,,,,
